MEMBER_NO,L,R,F,M,C,D
‘00014523,571,413,4,0.421303657,0.777742448,低级别
‘00014527,1064,402,3,0.669729402,0.818250672,低级别
‘00014528,1055,362,4,0.500081873,0.691722613,低级别
‘00014532,1041,277,3,0.390352175,0.54293282,低级别
‘00014533,974,295,9,0.568637445,0.581111111,低级别
‘00014534,916,487,9,0.564724038,0.654089506,低级别
‘00014535,1000,517,4,1.048972453,1.074737648,低级别
‘00014541,1017,539,13,0.475992281,0.578538726,低级别
‘00014542,997,341,6,0.473136428,0.536821378,低级别
‘00014546,425,360,2,0.592301943,0.610426009,低级别
‘00014548,882,664,3,0.644573322,0.731807512,低级别
‘00014549,1052,488,2,0.689794157,0.75,低级别
‘00014550,1035,447,3,0.180843938,0.771723599,低级别
‘00014551,1073,524,3,2.42988741,0.971954964,低级别
‘00014552,745,334,3,0.629965948,0.591089671,低级别
‘00014553,666,651,2,0.734094617,0.740252855,低级别
‘00014556,967,282,3,0.415458937,0.82698625,低级别
‘00014558,991,283,24,0.567724618,0.722839361,低级别
‘00014559,1029,482,6,0.088851399,0.821045972,低级别
‘00014567,1039,464,7,0.53820034,0.811601585,低级别
‘00014571,770,451,3,0.94302554,1,低级别
‘00014572,789,404,2,0.651685393,0.8,低级别
‘00014574,1003,158,83,0.664293753,0.800316069,低级别
‘00014575,1007,200,5,0.506388122,0.612417127,低级别
‘00014577,1043,472,4,0.975,0.975,低级别
‘00014580,1044,251,4,0.683050847,0.72625,低级别
‘00014581,1053,486,7,0.541816517,0.62355326,低级别
‘00014582,1054,675,3,0.846935894,0.959164078,低级别
‘00014586,1008,91,41,0.672150174,0.714755008,中等级别
‘00014592,959,502,7,0.536345474,1,低级别
‘00014594,571,536,4,0.404916847,0.701510095,低级别
‘00014595,995,519,2,0.30923087,0.7,低级别
‘00014597,750,211,7,0.635622817,0.65,低级别
‘00014598,722,258,16,0.620709866,0.68684142,低级别
‘00014600,959,44,2,0.580068467,0.796866996,低级别
‘00014601,963,529,4,0.71743053,0.958210032,低级别
‘00014603,989,216,11,0.527051206,0.695454545,低级别
‘00014607,1074,604,2,0.296141814,0.4,低级别
‘00014608,1077,185,29,1.162186277,1.324080129,低级别
‘00014610,854,590,2,0.54259502,0.6,低级别
‘00014612,679,627,2,0.588454376,0.4,低级别
‘00014614,884,381,4,0.712391637,0.771404895,低级别
‘00014616,894,262,3,0.61001583,0.538127788,低级别
‘00014617,895,559,3,0.398286938,0.487085118,低级别
‘00014619,900,687,2,0.332113449,0.349588289,低级别
‘00014620,713,39,3,0.690528905,0.81,高级别
‘00014625,627,375,2,0.785075961,0.807104558,低级别
‘00014628,969,403,8,0.528113357,0.595845094,低级别
‘00014632,980,700,2,0.396468144,0.428081717,低级别
‘00014634,983,467,11,0.620589691,0.699250513,低级别
‘00014637,923,550,2,0.972465582,0.925,低级别
‘00014639,933,593,8,0.392480338,0.387394495,低级别
‘00014640,961,76,3,0.523666416,0.598621337,低级别
‘00014644,712,707,2,0.49694967,0.575,低级别
‘00014650,962,590,3,0.939647946,1.019488684,低级别
‘00014652,721,466,4,0.625176056,0.645818662,低级别
‘00014655,772,433,2,0.606374172,0.649213576,低级别
‘00014656,773,502,10,0.68565846,0.75530676,低级别
‘00014657,780,297,3,0.733833512,0.713333333,低级别
‘00014658,624,261,4,0.424891054,0.488708024,低级别
‘00014660,935,556,3,0.500840119,0.747583043,低级别
‘00014662,982,400,4,0.507630162,0.566285159,低级别
‘00014663,985,457,2,0.612042683,0.55,低级别
‘00014664,967,183,2,0.470044053,0.522061674,低级别
‘00014669,736,652,2,0.5536,0.6,低级别
‘00014677,957,437,2,0.822075783,0.846128501,低级别
‘00014679,964,490,3,0.442388716,0.671130244,低级别
‘00014684,949,343,3,0.398066534,0.408231447,低级别
‘00014687,944,285,10,0.859587629,0.876172165,低级别
‘00014688,843,681,2,0.843373494,0.887507926,低级别
‘00014690,861,151,12,0.531863096,0.788464127,低级别
‘00014692,887,397,7,0.593736117,0.867747668,低级别
‘00014694,676,491,4,0.480162308,0.7,低级别
‘00014696,929,340,14,0.521685681,0.567877164,低级别
‘00014697,958,688,2,0.782409043,0.877693395,低级别
‘00014698,799,713,2,0.362785474,0.425,低级别
‘00014699,796,312,3,0.54318322,0.637014189,低级别
‘00014700,957,432,3,0.701773125,0.789094211,低级别
‘00014704,910,308,7,0.696071479,0.711735924,低级别
‘00014709,375,88,2,0.492152168,0.504408087,低级别
‘00014710,882,346,4,0.400089405,0.562438534,低级别
‘00014711,916,132,5,0.522683398,0.616158301,低级别
‘00014718,853,336,11,0.868053277,0.898910833,低级别
‘00014719,882,380,8,0.516739327,0.650213869,低级别
‘00014720,684,598,7,0.427505173,0.619634939,低级别
‘00014722,711,503,4,0.773838846,0.9125,低级别
‘00014725,705,477,6,0.899539436,0.733333333,低级别
‘00014728,609,590,3,0.534883721,0.501346389,低级别
‘00014740,505,251,4,0.763652756,0.81,低级别
‘00014742,718,246,16,0.786863905,0.729772781,低级别
‘00014745,726,714,3,0.801398157,0.866666667,低级别
‘00014746,722,284,10,0.650625286,0.70816539,低级别
‘00014747,722,585,4,0.677515723,0.775683962,低级别
‘00014748,567,503,3,0.606670614,0.683540557,低级别
‘00014752,729,546,2,1.202812731,0.914063657,低级别
‘00014753,812,293,8,0.461751971,0.409562562,低级别
‘00014755,667,182,23,0.993515065,0.831209182,低级别
‘00014756,978,470,4,0.595463681,0.598105082,低级别
‘00014757,937,144,12,0.111207961,0.696912181,低级别
‘00014758,925,152,15,0.545309131,0.55223729,低级别
‘00014760,920,522,4,0.506318793,0.551386058,低级别
‘00014762,931,203,10,0.311554428,0.599022212,低级别
‘00014765,965,447,2,0.958788898,1,低级别
‘00014769,717,672,5,0.466759278,0.615573526,低级别
‘00014772,519,513,2,0.715127701,0.740635232,低级别
‘00014777,1000,390,9,0.900179856,0.802230216,低级别
‘00014780,937,367,8,0.410592394,0.530597879,低级别
‘00014781,933,636,5,0.534047851,0.73271625,低级别
‘00014784,902,206,18,0.553133515,0.694549752,低级别
‘00014787,994,593,2,0.75727026,0.856068244,低级别
‘00014788,981,134,18,0.662381879,0.672943649,低级别
‘00014796,931,107,2,0.47504957,0.578010575,低级别
‘00014798,730,724,2,0.529494382,0.65,低级别
‘00014800,858,283,7,0.667555805,0.695979222,低级别
‘00014801,863,129,29,0.930385837,0.91732849,低级别
‘00014802,863,394,9,0.62184127,0.655555556,低级别
‘00014803,883,628,2,0.443653618,0.495504152,低级别
‘00014804,812,674,4,0.839313573,0.813946958,低级别
‘00014807,755,203,2,0.730586371,0.887068146,低级别
‘00014810,722,616,3,0.659914979,0.7,低级别
‘00014815,925,562,7,0.680655551,0.727482001,低级别
‘00014817,865,551,5,0.723076923,0.7,低级别
‘00014819,934,297,3,0.333010649,0.586060019,低级别
‘00014822,918,260,6,0.587187393,0.666815119,低级别
‘00014823,835,691,2,0.424973489,0.472468187,低级别
‘00014827,741,183,5,0.500067944,0.536882729,低级别
‘00014830,438,187,3,0.137075718,0.836455614,低级别
‘00014833,708,344,10,0.850714967,0.92,低级别
‘00014836,573,190,2,0.365327696,0.82551797,低级别
‘00014840,575,519,4,0.537970576,0.648301601,低级别
‘00014844,816,446,14,0.800349498,0.817857143,低级别
‘00014845,786,291,4,0.732111994,0.7925,低级别
‘00014847,811,262,14,0.769044055,0.849208706,低级别
‘00014848,764,89,19,0.705358003,0.752611545,低级别
‘00014850,848,604,3,0.733227261,0.760143198,低级别
‘00014852,836,437,15,1.61352459,0.769378415,低级别
‘00014854,836,304,13,0.307489583,0.661141915,低级别
‘00014861,618,604,2,0.834603659,0.75,低级别
‘00014862,567,480,2,1.186440678,1.1,低级别
‘00014868,591,590,2,0.828034682,0.863656069,低级别
‘00014874,898,256,12,0.285714286,0.49360297,低级别
‘00014875,903,290,11,0.557338287,0.683056916,低级别
‘00014879,690,527,2,0.412796698,1,低级别
‘00014881,672,213,7,0.445968232,0.484548216,低级别
‘00014883,721,388,6,0.625573102,0.63723043,低级别
‘00014884,721,287,21,0.820587484,0.85995811,低级别
‘00014885,715,438,4,0.846968239,1,低级别
‘00014892,766,463,2,0.430937147,0.475969138,低级别
‘00014894,728,717,3,0.741360089,0.756410256,低级别
‘00014897,747,377,5,0.433872069,0.732494878,低级别
‘00014899,747,508,2,0.794951591,0.95,低级别
‘00014902,912,228,11,0.826642891,0.718738747,低级别
‘00014903,923,179,12,0.631078595,0.728987558,低级别
‘00014904,924,110,2,1.016556291,0.89,低级别
‘00014908,951,186,11,0.886488109,0.942783405,低级别
‘00014911,828,555,8,0.466162943,0.4375,低级别
‘00014912,561,365,2,0.934683754,0.971971889,低级别
‘00014913,685,509,7,0.564581641,0.578664268,低级别
‘00014915,721,429,3,0.833257195,0.717199635,低级别
‘00014922,908,324,12,0.742871312,0.775502108,低级别
‘00014927,543,540,2,0.97429078,0.779787234,低级别
‘00014932,933,379,3,0.363318341,0.55,低级别
‘00014934,927,539,2,0.72997416,0.8,低级别
‘00014935,853,304,5,0.356048873,0.422983135,低级别
‘00014937,938,528,2,0.658316222,0.7,低级别
‘00014938,934,537,3,0.546882325,0.591690108,低级别
‘00014941,929,159,59,0.830539929,0.852312049,低级别
‘00014942,924,152,3,0.635709819,0.92,低级别
‘00014943,650,422,8,0.460203176,0.619681428,低级别
‘00014946,935,143,4,0.827364817,0.923232986,低级别
‘00014951,567,561,2,1.632415254,0.8,低级别
‘00014953,559,122,10,1.109458948,0.844,低级别
‘00014954,584,297,8,0.756716194,0.733968183,低级别
‘00014955,905,425,5,0.426991994,0.732367518,低级别
‘00014958,918,319,2,0.778510379,0.867643468,低级别
‘00014960,917,561,7,0.807539411,0.78276902,低级别
‘00014962,905,592,3,0.694250871,0.74070122,低级别
‘00014963,902,137,17,0.565182142,0.646671171,低级别
‘00014965,901,109,16,0.657490426,0.816991665,低级别
‘00014967,899,529,3,0.45534276,0.525630929,低级别
‘00014968,897,309,5,0.437646557,0.398113409,低级别
‘00014970,900,438,4,0.571949602,0.575,低级别
‘00014971,879,554,3,1.020408163,1,低级别
‘00014972,701,346,11,0.520072333,0.769189271,低级别
‘00014973,922,342,11,0.498428747,0.533167099,低级别
‘00014975,513,174,14,0.459943349,0.472860884,低级别
‘00014978,762,569,4,0.745072273,0.7,低级别
‘00014980,804,246,12,0.235060829,0.688406667,低级别
‘00014982,749,194,19,1.013095767,0.870773078,低级别
‘00014990,529,315,4,0.400870902,0.65,低级别
‘00014991,648,645,2,0.417520492,0.7,低级别
‘00014992,786,475,9,0.382766357,0.556947942,低级别
‘00014995,791,222,3,0.461614661,0.58,低级别
‘00014997,796,249,2,0.396140503,0.463642671,低级别
‘00015000,766,411,5,0.08313783,0.813900293,低级别
‘00015002,708,420,8,0.693753455,0.814079602,低级别
‘00015003,775,121,20,0.344378655,0.786403589,低级别
‘00015006,669,354,4,0.968785471,0.825,低级别
‘00015009,495,491,2,0.934400502,0.55,低级别
‘00015012,829,444,6,0.706484105,0.610269122,低级别
‘00015015,904,458,5,0.502651348,0.54886213,低级别
‘00015018,382,145,2,0.583369803,0.65,低级别
‘00015019,676,410,3,0.745614035,0.933333333,低级别
‘00015024,891,466,8,0.397509579,0.452858827,低级别
‘00015031,521,309,6,0.576964133,0.674850555,低级别
‘00015034,726,406,2,0.53092006,0.5626546,低级别
‘00015041,600,237,5,0.237900589,0.694,低级别
‘00015042,588,383,9,0.645943638,0.827403928,低级别
‘00015048,725,203,8,0.529715762,0.559822492,低级别
‘00015050,759,669,5,0.711615803,0.690951029,低级别
‘00015052,833,700,2,0.834103512,0.95,低级别
‘00015055,842,520,3,0.700409463,0.810350318,低级别
‘00015057,889,246,11,0.473355932,0.516823729,低级别
‘00015058,893,397,4,0.492099656,0.474388489,低级别
‘00015059,846,599,6,0.846282572,0.576141525,低级别
‘00015064,730,511,4,0.384278532,0.715388982,低级别
‘00015068,774,327,4,0.885992692,0.949001218,低级别
‘00015071,463,170,5,0.835846618,0.849668246,低级别
‘00015074,797,269,2,0.7511603,0.781770796,低级别
‘00015076,844,529,16,0.649593265,0.708189084,低级别
‘00015077,685,474,9,0.78653882,0.855129399,低级别
‘00015078,821,352,5,0.583592939,0.607035306,低级别
‘00015088,717,442,3,0.864096573,0.724785826,低级别
‘00015090,753,139,4,0.860895202,0.824819083,低级别
‘00015094,601,219,3,0.274651523,0.391615901,低级别
‘00015095,816,360,10,0.628626943,0.700822539,低级别
‘00015100,853,154,8,0.698148148,0.673132716,低级别
‘00015101,871,207,11,0.544949089,0.695817926,低级别
‘00015103,531,355,2,0.225841774,0.3,低级别
‘00015113,855,298,3,0.503901288,0.697423335,低级别
‘00015118,828,639,2,0.676447676,0.769670216,低级别
‘00015124,535,276,3,0.640260445,0.540531742,低级别
‘00015125,876,536,2,0.756934307,0.85,低级别
‘00015126,852,340,3,0.396383866,0.54527121,低级别
‘00015128,581,581,2,0.448701299,0.492424242,低级别
‘00015130,500,135,3,0.775692964,0.825321962,低级别
‘00015131,840,94,29,0.608338902,0.636597087,低级别
‘00015135,852,610,4,0.537759942,0.516380883,低级别
‘00015136,876,132,21,0.815941718,0.795646025,低级别
‘00015138,863,558,3,1.066870852,1,低级别
‘00015143,772,626,3,0.238026125,0.500217707,低级别
‘00015144,875,430,2,0.609480813,1,低级别
‘00015146,862,612,5,0.369851842,0.906035069,低级别
‘00015151,865,439,3,0.778097983,1,低级别
‘00015158,865,33,2,0.428985507,0.606434783,低级别
‘00015160,870,51,2,0.69514641,0.77,低级别
‘00015161,876,315,3,0.395777179,0.544631626,低级别
‘00015162,874,301,15,0.90837737,0.911879857,低级别
‘00015163,875,368,6,0.214244016,0.632767075,低级别
‘00015168,509,414,2,0.761499148,0.791418228,低级别
‘00015171,858,553,2,0.959459459,0.875,低级别
‘00015175,814,156,2,0.602529705,0.653242622,低级别
‘00015176,827,143,2,0.575120704,0.623763135,低级别
‘00015177,825,668,2,0.862697448,0.768894289,低级别
‘00015178,821,364,3,0.78342455,0.731860829,低级别
‘00015183,747,611,9,0.793183269,0.950965837,低级别
‘00015188,1724,624,2,0.355286532,0.72494901,低级别
‘00015189,819,542,9,0.668137931,0.841089655,低级别
‘00015191,802,514,3,0.743660673,0.686214846,低级别
‘00015194,810,440,2,0.66965085,0.648075201,低级别
‘00015195,469,466,3,1.074176914,0.726299088,低级别
‘00015196,769,487,4,0.462149762,0.623283631,低级别
‘00015204,874,199,2,0.437076749,0.516834086,低级别
‘00015205,873,339,3,0.314285714,0.366666667,低级别
‘00015207,833,605,2,0.521016618,0.65,低级别
‘00015208,686,215,7,0.53326501,0.608756512,低级别
‘00015212,459,165,15,0.555592525,0.611877114,低级别
‘00015214,806,464,6,0.612667686,0.573102394,低级别
‘00015216,428,218,4,0.442924159,0.515598124,低级别
‘00015222,841,518,3,1.107866508,0.799940405,低级别
‘00015224,788,252,9,0.678825024,0.699840048,低级别
‘00015225,764,55,2,0.552752294,0.584197248,低级别
‘00015227,809,298,5,0.77112426,0.774236686,低级别
‘00015229,887,649,2,0.640243902,0.575,低级别
‘00015231,684,675,4,1.182452193,1.071698538,低级别
‘00015235,847,490,3,0.586581809,0.608114558,低级别
‘00015240,814,607,6,0.586219293,0.845482325,低级别
‘00015243,805,213,2,1.127806563,0.92,低级别
‘00015245,776,240,4,0.484996341,0.700668456,低级别
‘00015249,839,340,11,0.889938795,0.833329754,低级别
‘00015250,842,129,6,0.404786151,0.596178717,低级别
‘00015254,827,138,45,1.237003662,1.279919374,低级别
‘00015255,828,694,3,0.891045434,0.921746802,低级别
‘00015256,831,118,8,0.388847241,0.45982354,低级别
‘00015257,874,659,3,0.96034298,0.933333333,低级别
‘00015264,802,571,2,0.301122365,0.4,低级别
‘00015265,835,591,5,0.322299652,0.712108014,低级别
‘00015268,471,305,4,0.721793458,0.77185226,低级别
‘00015272,846,682,2,0.825077399,0.85,低级别
‘00015274,812,224,3,0.981033355,1.05,低级别
‘00015275,843,399,3,0.676232821,0.731932094,低级别
‘00015276,776,99,25,0.716611173,0.7621174,低级别
‘00015291,871,414,16,0.412526489,0.705319441,低级别
‘00015294,794,245,6,0.289905746,0.505364853,低级别
‘00015296,811,457,4,0.366445183,0.459875415,低级别
‘00015300,808,398,2,0.325745431,0.4,低级别
‘00015301,820,109,30,0.466474663,0.775194583,低级别
‘00015304,868,222,8,0.354735569,0.5625,低级别
‘00015305,860,306,17,0.715470838,0.690079792,低级别
‘00015307,810,607,2,0.827528489,1,低级别
‘00015309,681,237,4,0.714448886,0.711427756,低级别
‘00015312,731,652,2,0.518053375,0.657142857,低级别
‘00015313,558,387,3,0.346897932,0.689926618,低级别
‘00015318,724,264,10,0.625560752,0.658344946,低级别
‘00015320,723,375,2,0.568017932,0.750812408,低级别
‘00015322,734,640,3,0.544863987,0.733333333,低级别
‘00015324,617,601,2,0.396580624,0.475,低级别
‘00015328,756,260,3,0.567284925,1.03,低级别
‘00015331,623,431,4,2.716485507,1,低级别
‘00015332,728,685,2,1.028938907,1,低级别
‘00015333,725,254,15,0.732629442,0.802994924,低级别
‘00015343,500,282,7,1.920118343,0.882698225,低级别
‘00015345,756,662,6,0.620384735,0.717243252,低级别
