MEMBER_NO,L,R,F,M,C,D,runoff_flag
‘00020194,3347,9,40,0.896707169,1.030612192,中等级别,0
‘00020196,3328,50,3,0.776753712,0.790552995,低级别,0
‘00020197,3331,199,12,0.687699681,0.698496406,低级别,1
‘00020198,3340,196,7,2.015223813,1.374287662,低级别,0
‘00020199,3328,37,8,0.615793152,0.605706499,低级别,0
‘00020200,3328,1,31,0.568415991,0.593397445,中等级别,0
‘00020201,3336,2,18,0.500181244,0.620340738,低级别,0
‘00020202,3321,511,4,0.459979839,0.577313508,低级别,1
‘00020203,3319,361,2,0.56626506,0.497160069,低级别,1
‘00020204,3319,141,17,0.583015547,0.598801701,低级别,1
‘00020205,3324,489,4,0.635067712,0.580203136,低级别,1
‘00020206,3317,1,46,0.593406966,0.6670372,中等级别,0
‘00020207,3319,232,2,0.888461538,0.86,低级别,0
‘00020209,3309,10,10,0.65089654,0.665624211,中等级别,0
‘00020210,3315,96,4,0.574501109,0.589878049,低级别,0
‘00020211,3314,71,45,0.696269649,0.716859936,高级别,1
‘00020212,3311,46,9,0.543761528,0.630838936,低级别,0
‘00020213,3312,165,20,0.869563746,0.744709277,低级别,1
‘00020214,3313,134,7,0.463244,0.468859111,低级别,0
‘00020215,3316,62,6,0.715299009,0.893542864,低级别,0
‘00020216,3311,186,6,0.600164119,0.828310596,低级别,0
‘00020217,3315,58,29,0.589391399,0.638687858,中等级别,0
‘00020218,3307,527,3,1.006711409,1,低级别,1
‘00020219,3317,441,4,0.473825744,0.508192901,低级别,1
‘00020220,3319,144,6,0.779274699,0.901666667,低级别,0
‘00020221,3300,12,22,0.605664417,0.633649753,低级别,0
‘00020222,3300,6,49,0.528601384,0.652557664,中等级别,0
‘00020223,3301,10,22,0.485333991,0.770116773,低级别,0
‘00020224,3298,115,20,0.872541667,0.970401667,高级别,0
‘00020225,3301,7,53,0.65537197,0.646736979,低级别,0
‘00020226,3297,159,24,0.547499691,0.612049449,低级别,1
‘00020227,3301,14,13,0.738043365,0.664277415,低级别,0
‘00020228,3295,14,24,0.640032574,0.732591555,低级别,0
‘00020229,3296,135,12,0.619606155,0.6944017,低级别,0
‘00020230,3293,390,4,0.679594689,0.723200559,低级别,1
‘00020231,3289,14,50,0.665701692,0.776086957,中等级别,0
‘00020232,3291,305,2,0.578045036,0.634101842,低级别,1
‘00020233,3296,45,26,0.562307841,0.628785419,低级别,0
‘00020234,3302,323,6,1.080549633,1.107077707,低级别,1
‘00020235,3295,205,9,0.891937926,0.908688494,低级别,1
‘00020236,3293,19,18,0.647659769,0.789536523,低级别,0
‘00020237,3294,156,4,0.54037211,0.693152999,低级别,1
‘00020238,3290,617,2,0.647908467,0.799184652,低级别,1
‘00020239,3288,114,13,0.787425442,0.84444803,低级别,0
‘00020240,3288,10,13,0.505448354,0.620115778,低级别,0
‘00020241,3290,440,4,0.508605502,0.549952568,低级别,1
‘00020242,3288,16,20,0.522105176,0.568984738,低级别,0
‘00020243,3283,9,11,0.598727658,0.635543169,低级别,0
‘00020244,3283,27,12,0.708977013,0.92434995,低级别,0
‘00020245,3295,76,21,0.365211839,0.738517055,低级别,0
‘00020246,3284,14,31,0.798197721,0.812725682,低级别,0
‘00020247,3311,162,3,0.896028037,0.876682243,低级别,0
‘00020248,3278,229,3,0.805190484,0.939634004,高级别,0
‘00020249,3289,9,14,0.529901918,0.656975089,低级别,0
‘00020250,3281,207,6,0.595245041,0.624186114,低级别,1
‘00020251,3275,204,6,0.489537542,0.645090557,低级别,0
‘00020252,3281,25,20,0.912079805,1.073307352,低级别,0
‘00020253,3288,64,27,0.748042232,0.740757237,中等级别,0
‘00020255,3284,107,11,0.833259276,0.948697697,低级别,1
‘00020256,3274,12,37,0.750346741,0.805995617,中等级别,0
‘00020257,3282,76,17,0.373876099,0.407268386,低级别,0
‘00020258,3271,603,4,0.677966102,0.7449521,低级别,1
‘00020259,3270,27,22,0.695703887,0.664896998,低级别,0
‘00020260,3274,527,2,0.709480122,0.725,低级别,1
‘00020261,3271,114,12,0.695085506,0.708440146,低级别,0
‘00020262,3262,186,7,0.715110492,0.715003982,低级别,0
‘00020263,3287,83,10,0.567043619,0.575674475,低级别,0
‘00020265,3267,12,32,0.614673623,0.82246272,低级别,0
‘00020266,3268,42,7,0.726000415,0.781206718,低级别,0
‘00020267,3263,154,2,0.429696288,0.503273341,低级别,0
‘00020268,3266,6,19,0.572147513,0.62016789,低级别,0
‘00020269,3273,319,4,0.426647327,0.444426026,低级别,1
‘00020270,3262,160,8,0.555272171,0.831313853,低级别,0
‘00020271,3269,73,15,0.452104672,0.497984483,低级别,0
‘00020272,3255,47,12,0.757885966,0.837556838,低级别,0
‘00020273,3260,7,22,0.398954232,0.679763765,低级别,0
‘00020274,3257,270,8,0.693850489,0.756130449,低级别,1
‘00020275,3264,42,22,0.767186776,0.791459138,低级别,0
‘00020276,3265,332,6,0.612221588,0.63942509,低级别,1
‘00020277,3248,1,6,0.744733488,0.739350776,低级别,0
‘00020278,3286,3,39,0.498852497,0.802179283,低级别,0
‘00020279,3269,16,31,0.728632757,0.815652772,低级别,0
‘00020280,3275,317,2,0.716177179,0.85,低级别,1
‘00020281,3246,417,3,0.77555167,1,低级别,1
‘00020282,3268,11,57,0.564057012,0.607649277,低级别,0
‘00020283,3249,48,28,1.220635259,0.825757124,低级别,0
‘00020284,3262,6,45,0.597680517,0.656746694,低级别,0
‘00020285,3245,139,9,0.568242593,0.657171355,低级别,0
‘00020286,3242,263,17,0.318605011,0.741289723,低级别,1
‘00020287,3245,76,22,0.582833423,0.637606687,低级别,0
‘00020288,3247,5,27,0.645765982,0.680350923,低级别,0
‘00020289,3245,370,4,0.850282486,0.874376177,低级别,1
‘00020290,3242,181,10,0.572518659,0.614541049,低级别,1
‘00020291,3245,47,5,0.789394697,0.822567951,低级别,0
‘00020292,3245,419,2,0.8,0.900502994,低级别,1
‘00020293,3254,19,8,0.528298796,0.849440577,低级别,0
‘00020295,3252,5,31,0.518182372,0.554440925,低级别,0
‘00020296,3239,157,16,0.762301999,0.822808361,低级别,0
‘00020297,3238,61,22,1.264701027,1.459364744,中等级别,0
‘00020298,3239,618,10,0.607199478,0.568828686,低级别,1
‘00020299,3238,7,39,0.606892977,0.804813608,低级别,0
‘00020300,3235,29,18,0.865009232,0.887623318,低级别,0
‘00020301,3233,1,5,0.733768728,0.719917403,低级别,0
‘00020302,3233,26,19,0.496493739,0.551289088,低级别,0
‘00020303,3238,434,2,0.852398524,1,低级别,1
‘00020304,3232,83,17,0.581684358,0.756942708,低级别,0
‘00020305,3236,2,82,0.66909555,0.737626911,中等级别,0
‘00020306,3231,632,3,0.31619291,0.799680613,低级别,1
‘00020307,3229,12,11,0.451684741,0.653371902,低级别,0
‘00020308,3229,10,33,0.627976989,0.744814152,中等级别,0
‘00020309,3247,315,3,0.335427136,0.342493719,低级别,1
‘00020310,3240,9,13,0.346855984,0.646970443,低级别,0
‘00020311,3215,25,35,0.451759499,0.551954121,低级别,0
‘00020313,3214,161,4,0.720611082,0.706693423,低级别,1
‘00020314,3216,102,12,0.864899757,0.840813335,低级别,0
‘00020315,3215,36,22,0.629062832,0.676974895,低级别,0
‘00020316,3214,85,10,0.612114954,0.618743762,低级别,0
‘00020317,3213,33,2,0.449293967,0.409332478,低级别,0
‘00020318,3209,94,26,0.575078182,0.660071514,低级别,0
‘00020319,3207,32,7,0.283897852,0.395157602,低级别,0
‘00020320,3209,580,4,0.539064355,0.506649252,低级别,1
‘00020321,3212,175,6,2.352669123,1.17165321,低级别,0
‘00020322,3208,72,24,0.556086066,0.65938668,低级别,0
‘00020324,3205,3,37,0.715994499,0.687296191,中等级别,0
‘00020325,3199,11,36,0.708696008,0.728300363,低级别,0
‘00020326,3218,710,3,0.572661014,0.790123457,低级别,1
‘00020327,3203,110,4,1.117384556,1.302209934,低级别,0
‘00020328,3199,386,5,0.277527482,0.913335736,低级别,1
‘00020329,3195,2,3,0.40836328,0.589131003,低级别,0
‘00020330,3198,1,14,0.645959832,0.742252558,低级别,0
‘00020331,3192,11,14,0.412068347,0.728443542,低级别,0
‘00020332,3190,15,24,0.452131962,0.519705339,低级别,0
‘00020333,3226,450,3,0.398991127,0.733967424,低级别,1
‘00020334,3207,61,16,0.680749341,0.808486194,低级别,0
‘00020335,3185,120,21,1.389337423,1.462276397,中等级别,1
‘00020336,3185,32,80,0.606862076,0.664970058,中等级别,0
‘00020337,3220,266,5,0.995986416,0.88206854,低级别,1
‘00020338,3191,5,39,0.692917017,0.807561221,高级别,0
‘00020339,3192,2,8,0.901261418,0.965518921,低级别,0
‘00020340,3189,215,6,0.441346454,0.543333333,低级别,0
‘00020341,3210,2,29,0.418787664,0.657086281,低级别,0
‘00020342,3184,48,5,0.449533256,0.544912485,低级别,0
‘00020343,3189,119,24,0.641371542,0.716762371,低级别,0
‘00020344,3182,41,5,0.827128048,0.795989926,低级别,0
‘00020345,3180,17,32,0.460442217,0.531451811,低级别,0
‘00020346,3183,284,9,0.53515823,0.615673836,低级别,1
‘00020347,3175,4,24,0.819319242,0.809431147,高级别,0
‘00020348,3175,329,4,0.766629087,0.85,低级别,1
‘00020349,3174,2,38,0.457071942,0.578400819,低级别,0
‘00020350,3178,360,4,0.683204041,0.743117445,低级别,1
‘00020351,3177,109,8,1.241141196,1.480401599,低级别,0
‘00020352,3175,92,16,0.561049235,0.58178932,低级别,0
‘00020353,3171,22,10,0.668085476,0.672077832,低级别,0
‘00020354,3188,708,3,0.900453569,1.120255431,低级别,1
‘00020355,3171,34,15,0.570922801,0.621150858,低级别,0
‘00020356,3171,29,18,0.677743661,0.709228407,低级别,0
‘00020357,3168,77,4,0.647420323,0.728152065,低级别,0
‘00020358,3197,168,3,0.615496368,0.648430993,低级别,1
‘00020359,3177,27,17,0.61937848,0.668754105,低级别,0
‘00020360,3168,31,18,0.505911291,0.552741411,低级别,0
‘00020361,3181,647,2,0.601048618,0.65,低级别,1
‘00020362,3169,11,83,1.321524538,1.411593411,高级别,0
‘00020363,3165,519,2,0.730088496,0.752614642,低级别,1
‘00020364,3171,17,45,0.79141785,0.88209039,低级别,0
‘00020365,3162,84,4,0.501207954,0.68345289,低级别,0
‘00020366,3156,81,15,0.617107148,0.708366966,高级别,0
‘00020367,3162,231,8,0.454498064,0.515427465,低级别,1
‘00020368,3164,30,8,0.504172062,0.542442814,低级别,0
‘00020369,3167,25,6,0.513731418,0.544831192,低级别,0
‘00020370,3149,2,14,0.331130845,0.39507849,低级别,0
‘00020371,3159,72,24,0.626145117,0.703141662,低级别,0
‘00020372,3155,16,11,0.393483146,0.485326592,低级别,0
‘00020373,3186,113,15,0.55103822,0.61272519,低级别,0
‘00020374,3160,160,7,0.62972829,0.679837507,低级别,1
‘00020375,3149,19,20,0.982482864,0.815427543,低级别,0
‘00020376,3154,81,8,0.726556217,0.80433328,低级别,0
‘00020377,3191,310,4,0.446006749,0.52336333,低级别,1
‘00020378,3161,316,3,0.705222437,0.734313346,低级别,0
‘00020379,3153,156,12,0.678891704,0.779600273,低级别,0
‘00020380,3143,358,9,0.654498044,0.717698827,低级别,1
‘00020381,3166,12,17,0.681157715,0.725213248,低级别,0
‘00020382,3147,228,6,0.351820006,0.344449699,低级别,1
‘00020383,3139,14,4,0.778577549,0.835449871,低级别,0
‘00020384,3137,32,24,0.615348837,0.591181395,低级别,0
‘00020385,3144,173,11,0.829827057,0.865529685,低级别,0
‘00020386,3153,8,20,1.076940931,1.186758733,低级别,0
‘00020387,3140,36,3,0.59284224,0.703333333,低级别,0
‘00020388,3137,324,4,0.445662746,0.573826156,低级别,1
‘00020389,3163,93,7,0.594581034,0.690653,低级别,0
‘00020390,3173,31,4,0.882429907,0.922117757,低级别,0
‘00020391,3172,25,17,0.6065625,0.796560417,低级别,0
‘00020392,3143,23,28,0.932514341,0.883079338,低级别,0
‘00020394,3137,695,3,1.467889908,1.5,低级别,1
‘00020395,3140,97,29,1.260564771,1.369818325,高级别,1
‘00020396,3134,133,10,0.697459196,0.701828201,低级别,0
‘00020397,3138,20,29,0.596535914,0.582278026,低级别,0
‘00020398,3123,13,57,0.657730395,0.714524987,中等级别,0
‘00020399,3132,12,8,0.817067897,0.843791264,低级别,0
‘00020400,3128,23,8,0.551181102,0.590942961,低级别,0
‘00020401,3127,4,56,1.292295827,1.403768453,高级别,0
‘00020402,3139,5,69,0.778582573,0.854199991,高级别,0
‘00020403,3130,67,10,0.464990887,0.470075942,低级别,0
‘00020404,3135,358,5,0.457335549,0.604588994,低级别,1
‘00020405,3126,25,47,0.533034906,0.600286176,中等级别,0
‘00020406,3121,401,2,0.746783931,1,低级别,1
‘00020407,3120,19,4,1.870553936,1.053529817,低级别,0
‘00020408,3116,521,3,0.752445894,0.782819449,低级别,1
‘00020409,3121,251,12,0.89067046,0.979605612,低级别,1
‘00020410,3117,436,4,0.919395466,1.02685934,低级别,1
‘00020411,3116,2,62,0.936259525,1.00370367,高级别,0
‘00020412,3122,146,4,0.532670455,0.548210227,低级别,0
‘00020413,3134,191,5,0.663787263,0.669732385,低级别,0
‘00020414,3128,124,4,0.428747265,0.471046225,低级别,0
‘00020415,3120,5,20,0.693245861,0.701494364,低级别,0
‘00020416,3117,70,12,0.677420865,0.765948211,低级别,0
‘00020417,3123,187,2,0.581100141,0.637686883,低级别,0
‘00020418,3110,33,23,0.591402851,0.65896982,低级别,0
‘00020420,3115,457,6,0.670642744,0.715058162,低级别,1
‘00020421,3121,47,2,0.792250618,0.955564716,低级别,0
‘00020422,3102,143,53,0.767829677,0.665579414,低级别,1
‘00020423,3106,130,5,0.662638956,0.633898824,低级别,0
‘00020424,3103,7,56,0.595186273,0.698594461,中等级别,0
‘00020425,3100,532,2,0.796799401,0.9,低级别,1
‘00020426,3121,42,3,0.358180428,0.363333333,低级别,0
‘00020427,3096,220,2,0.496089677,0.67,低级别,1
‘00020428,3126,332,8,0.467143836,0.485471712,低级别,1
‘00020429,3100,4,17,0.7042502,0.754726544,低级别,0
‘00020430,3096,14,19,0.73129786,0.816832908,中等级别,0
‘00020431,3088,607,2,0.589792971,0.7,低级别,1
‘00020432,3096,122,9,0.812083139,0.998792462,低级别,0
‘00020433,3101,18,10,0.555101346,0.574197752,低级别,0
‘00020434,3114,16,2,0.69434629,0.789876325,低级别,0
‘00020435,3085,298,4,0.580653805,0.544126474,低级别,1
‘00020436,3092,40,24,1.128288847,1.22505673,中等级别,0
‘00020437,3091,61,9,0.716843259,0.821521739,低级别,0
‘00020438,3086,73,15,0.656859374,0.704958986,低级别,0
‘00020439,3078,115,7,0.635028156,0.804257733,低级别,0
‘00020440,3083,2,34,1.225838202,1.35951645,中等级别,0
‘00020441,3086,116,7,0.531458699,0.551727006,低级别,0
‘00020442,3087,160,10,0.609432962,0.634223635,低级别,0
‘00020443,3103,269,4,0.679518072,0.791658635,低级别,1
‘00020444,3079,63,19,0.564986659,0.765747702,低级别,0
‘00020445,3082,137,26,0.733121176,0.699520726,低级别,1
‘00020446,3079,78,12,0.692400691,0.745201209,低级别,0
‘00020448,3079,249,11,0.801893171,0.960860041,低级别,1
‘00020450,3072,5,24,0.884678176,1.400131995,低级别,0
‘00020451,3075,26,15,0.636165313,0.655216943,低级别,0
‘00020452,3070,5,25,0.760267225,0.817756912,低级别,0
‘00020453,3088,27,3,0.555206572,1.030604011,低级别,0
‘00020454,3098,72,2,0.717901442,0.86,低级别,1
‘00020455,3076,188,5,0.622495246,0.667428697,低级别,0
‘00020456,3078,31,42,0.642450348,0.715156833,中等级别,0
‘00020458,3074,72,25,0.556196586,0.647145285,低级别,0
‘00020459,3070,174,3,0.848176421,0.793781807,低级别,0
‘00020460,3066,11,39,0.656013043,0.733006598,低级别,0
‘00020462,3079,32,11,0.682744182,0.730832595,低级别,0
‘00020463,3053,50,4,0.610583016,0.573412548,低级别,1
‘00020464,3066,43,2,0.375887512,0.58,低级别,1
‘00020465,3066,19,16,0.817745255,0.872657215,低级别,0
‘00020466,3065,15,4,0.624762422,0.629492262,低级别,0
‘00020467,3059,518,6,0.740825688,0.896976724,低级别,1
‘00020468,3059,401,2,0.337024555,0.4,低级别,1
‘00020469,3062,2,101,0.892181866,0.691683757,高级别,0
‘00020470,3068,299,4,0.725095961,0.842070919,低级别,1
‘00020471,3058,212,7,0.733080569,0.917407899,低级别,1
‘00020472,3053,28,15,0.769338586,0.875209864,低级别,0
‘00020473,3065,119,3,0.407730905,0.655328006,低级别,0
‘00020475,3052,33,9,0.694396177,1.189471112,低级别,0
‘00020476,3050,14,8,0.592069951,0.624198771,低级别,0
‘00020477,3052,1,8,0.628749365,0.7275,低级别,0
‘00020478,3053,19,6,0.56208309,0.59216852,低级别,0
‘00020479,3061,138,18,0.634541985,0.643857506,低级别,1
‘00020480,3060,4,11,0.704534158,0.816084387,低级别,0
‘00020481,3048,110,5,1.082548059,1.242853374,低级别,0
‘00020483,3048,375,2,0.702173913,0.775,低级别,1
‘00020484,3042,281,2,0.937881874,0.923177189,低级别,0
‘00020485,401,48,3,0.887988423,0.867192475,低级别,0
‘00020486,2551,55,13,0.788377316,0.857591802,低级别,0
‘00020487,2296,518,2,0.337024555,0.4,低级别,1
‘00020488,2406,21,16,0.572298871,0.693655617,低级别,0
‘00020489,2532,75,8,0.901138168,0.911372419,低级别,0
‘00020490,2316,646,3,0.675344564,0.552143951,低级别,1
‘00020491,2503,551,3,0.888667596,0.93411671,低级别,1
‘00020492,2530,114,18,0.76588218,0.733628458,低级别,0
‘00020493,2491,296,3,0.855235711,0.813333333,低级别,1
‘00020494,2496,4,24,1.401255076,1.405971453,中等级别,0
‘00020495,2482,16,16,0.586633458,0.698709008,低级别,0
‘00020496,2510,258,3,0.432265648,0.458192771,低级别,1
‘00020497,2540,198,4,0.705443548,0.885309476,低级别,1
‘00020498,2511,38,44,0.501114593,0.522477789,低级别,0
‘00020499,2509,22,3,0.85025198,0.888833693,低级别,0
‘00020500,2441,21,37,0.499766559,0.57731685,低级别,0
‘00020501,2076,103,8,0.578987359,0.695000345,低级别,0
‘00020502,2530,126,5,0.423725371,0.433583181,低级别,0
‘00020503,2534,15,30,0.582026621,0.682090831,中等级别,0
‘00020504,2536,583,2,0.624260355,0.742688081,低级别,1
‘00020505,2184,51,9,0.437561116,0.59735174,低级别,0
‘00020506,2159,50,27,0.746201743,0.695499022,低级别,0
‘00020507,2519,169,18,0.856772062,0.923908919,低级别,1
‘00020508,2518,148,11,0.752644556,0.833480474,低级别,1
‘00020509,2505,76,19,0.75300436,0.812644901,低级别,0
‘00020510,2546,11,26,0.629947029,0.669862344,低级别,0
‘00020511,2539,8,8,0.911228607,0.893037429,低级别,0
‘00020512,2929,9,35,0.534368182,0.720360609,低级别,0
