MEMBER_NO,L,R,F,M,C,D
‘00011219,3192,9,11,0.569064039,0.548057143,低级别
‘00011220,3193,1,80,0.735077808,0.73022133,中等级别
‘00011224,3217,93,14,0.639057183,0.713352975,低级别
‘00011225,3207,90,3,0.58308576,0.665818974,低级别
‘00011226,3189,30,24,0.683998595,0.731629327,低级别
‘00011228,3192,1,35,1.033195404,1.136308789,高级别
‘00011229,3183,35,2,0.81569208,0.737061436,低级别
‘00011230,3191,137,8,0.796190476,0.812258824,低级别
‘00011232,3186,28,37,0.768222478,0.782204189,低级别
‘00011233,3185,44,8,0.712312751,0.857424918,低级别
‘00011235,3186,251,3,0.634389541,0.684639929,低级别
‘00011236,3188,21,34,0.716351542,0.830052963,中等级别
‘00011237,3189,107,25,0.749476449,0.768678167,低级别
‘00011241,3184,16,14,0.302309859,0.589563944,低级别
‘00011242,3179,5,6,0.560729215,0.584833953,低级别
‘00011243,3179,3,67,0.690003917,0.77813186,中等级别
‘00011248,3179,44,6,0.6924921,0.892188079,低级别
‘00011249,3176,59,28,0.61984985,0.622947748,低级别
‘00011250,3178,43,13,0.716213837,0.773140074,低级别
‘00011252,3169,42,49,0.887671365,0.846672137,中等级别
‘00011254,3186,122,9,0.58888295,0.624912881,低级别
‘00011255,3162,136,6,0.472251787,0.599577315,低级别
‘00011261,3157,109,17,0.563819438,0.551045822,低级别
‘00011264,3173,126,17,0.428633143,0.881338777,低级别
‘00011265,3161,104,8,1.33878453,1.486276243,低级别
‘00011267,3153,118,8,0.583223608,0.643222059,低级别
‘00011271,3145,99,5,0.420152387,0.560898772,低级别
‘00011272,3162,34,4,0.469278924,0.463760723,低级别
‘00011276,3148,1,38,0.762602928,0.932770077,中等级别
‘00011277,3141,7,142,0.760832671,0.835532119,高级别
‘00011278,3141,133,6,0.661222407,0.680789843,低级别
‘00011279,3146,166,3,0.817364561,0.868779276,低级别
‘00011280,3140,186,8,0.631321225,0.662037037,低级别
‘00011281,3153,39,26,0.699680173,0.807336962,低级别
‘00011282,3157,13,28,0.893620493,0.769003916,低级别
‘00011284,3142,36,11,0.966748768,0.83992303,低级别
‘00011285,3140,19,19,0.591735213,0.815725421,低级别
‘00011286,3137,130,22,0.699165619,0.832285595,低级别
‘00011287,3129,33,4,0.534939043,0.532592923,低级别
‘00011288,3143,6,40,0.976451797,1.031286708,高级别
‘00011289,3122,49,14,0.700243754,0.621397928,低级别
‘00011293,3132,42,20,0.700805112,0.816846518,低级别
‘00011295,3127,10,45,0.918132027,1.028986397,高级别
‘00011296,3125,80,17,1.1797862,1.39870977,低级别
‘00011297,3117,98,4,0.426862215,0.738591277,低级别
‘00011298,3121,85,14,1.014220801,1.158095759,低级别
‘00011299,3116,67,8,0.437662821,0.780857834,低级别
‘00011301,3135,223,5,0.594949099,0.605706735,低级别
‘00011302,3124,185,2,0.672245467,0.707573222,低级别
‘00011303,3122,31,20,0.893531096,0.654809457,低级别
‘00011304,3116,7,6,0.624478307,0.716064253,低级别
‘00011306,3131,44,10,0.764647468,0.846834466,低级别
‘00011308,3127,1,17,0.717399785,0.83039208,低级别
‘00011309,3110,52,10,0.648938707,0.73473885,低级别
‘00011310,3116,193,6,0.614675825,0.75226001,低级别
‘00011314,3103,115,6,0.807727522,0.635359824,低级别
‘00011315,3100,13,6,0.62232545,0.635177365,低级别
‘00011317,3091,27,2,0.587530966,0.604574732,低级别
‘00011319,3112,169,9,0.423227917,0.532712105,低级别
‘00011320,3092,21,25,0.572554057,0.656541212,低级别
‘00011321,3113,14,89,0.939672511,0.911670561,中等级别
‘00011323,3085,213,3,0.727319062,0.743333333,低级别
‘00011324,3109,21,31,0.788778575,0.732689336,低级别
‘00011325,3107,12,39,0.985306008,0.778784406,低级别
‘00011327,3094,30,16,0.245859727,0.66544855,低级别
‘00011328,3093,67,22,0.653245686,0.661189889,低级别
‘00011330,3094,100,13,1.060581814,1.125726124,低级别
‘00011331,3080,19,9,0.894835096,0.848285003,低级别
‘00011332,3081,12,40,0.875293955,0.711030225,中等级别
‘00011333,3090,108,11,0.295522388,0.364051914,低级别
‘00011334,3086,13,28,0.700160933,0.793593174,低级别
‘00011337,3075,60,12,0.470616142,0.833306055,低级别
‘00011340,3081,14,32,0.512469165,0.604521525,低级别
‘00011341,3082,57,27,0.584581837,0.641525911,低级别
‘00011342,3085,14,5,0.683884298,0.684000751,低级别
‘00011343,3082,5,19,0.736791791,0.821821108,低级别
‘00011344,3071,74,3,0.683944954,0.782262997,低级别
‘00011345,3098,4,24,0.528361345,0.603433123,低级别
‘00011346,3087,77,6,0.763388346,0.756761536,低级别
‘00011348,3092,3,22,0.709273865,0.778463421,低级别
‘00011349,3093,81,6,0.513802716,0.579043252,低级别
‘00011351,3086,43,2,0.258397933,0.435,低级别
‘00011355,3079,101,5,0.37882396,0.729744153,低级别
‘00011356,3081,14,19,0.734692008,0.743842455,低级别
‘00011359,3067,112,8,0.293533221,0.565918566,低级别
‘00011361,3067,68,12,1.328421845,1.428766694,高级别
‘00011362,3063,39,2,1.167040359,1.138335202,低级别
‘00011363,3065,14,28,0.759502611,1.217062073,中等级别
‘00011364,3061,27,13,0.903222496,0.824620279,低级别
‘00011366,3058,43,15,0.840996076,0.742743084,低级别
‘00011367,3068,1,19,0.615655785,0.666993432,低级别
‘00011368,3057,27,6,0.717636268,0.773432914,低级别
‘00011369,3052,20,4,0.624933687,0.893259947,低级别
‘00011370,3052,67,16,0.631668801,0.728235406,低级别
‘00011371,3048,9,7,0.503547517,0.612449286,低级别
‘00011374,3059,17,16,0.828542094,0.752299795,低级别
‘00011379,3032,7,15,0.605440672,0.635949353,低级别
‘00011380,2533,23,16,0.682875846,0.743685571,低级别
‘00011381,2637,102,15,0.430826228,0.486254568,低级别
‘00011382,2447,236,4,0.873339941,0.883595639,低级别
‘00011383,2536,147,7,0.781881067,0.874119157,低级别
‘00011384,2509,2,101,0.8236712,0.608057603,中等级别
‘00011389,2417,39,6,0.482831858,0.593306195,低级别
‘00011390,2427,9,11,0.723128969,0.823517123,低级别
‘00011391,2441,1,15,0.55874932,0.609803097,低级别
‘00011393,2554,245,2,0.437888199,0.466770186,低级别
‘00011394,2512,73,4,0.958764203,1.069379548,低级别
‘00011397,2540,26,3,0.925579103,0.9060276,低级别
‘00011399,2546,116,8,0.6079375,0.669014375,高级别
‘00011400,2547,24,13,0.678276497,0.764396046,中等级别
‘00011403,2535,40,11,0.536575422,0.583457775,低级别
‘00011405,2401,5,9,0.890016103,0.89,低级别
‘00011406,2435,8,43,0.627181082,0.763217965,中等级别
‘00011407,2525,23,22,0.785407078,0.954165095,高级别
‘00011408,2523,28,3,0.57164869,0.53,低级别
‘00011409,1383,114,18,0.657828415,0.670086107,低级别
‘00011410,1735,115,11,0.685012,0.69732434,低级别
‘00011411,2496,22,5,0.753045013,0.79,低级别
‘00011412,2479,136,5,0.733422767,0.770333461,低级别
‘00011413,2166,79,24,0.561016136,0.631481741,低级别
‘00011415,2511,94,20,0.750595092,0.795125174,低级别
‘00011416,2542,11,15,0.587607588,0.715917355,低级别
‘00011418,2557,18,18,0.675404543,0.692343083,低级别
‘00011419,2490,4,38,0.753496096,0.822128831,中等级别
‘00011420,2207,48,72,0.736752523,0.745592995,中等级别
‘00011422,2461,125,14,0.768032728,0.808323405,低级别
‘00011427,2495,116,12,0.711911139,0.665859461,低级别
‘00011428,2509,88,14,0.339808437,0.586233857,低级别
‘00011429,2473,154,11,0.201623548,0.693511088,低级别
‘00011430,2541,23,32,0.467142959,0.685331899,低级别
‘00011431,2513,7,13,0.708762345,0.715747706,低级别
‘00011434,2328,94,3,0.987822988,0.763056133,低级别
‘00011436,2480,174,3,1.287245841,1.468608133,低级别
‘00011438,2557,71,2,0.626146789,0.64,低级别
‘00011439,2497,104,6,0.935998978,0.734796883,低级别
‘00011441,2496,51,24,0.422422253,0.468614937,低级别
‘00011443,2101,167,6,0.482560568,0.7153467,低级别
‘00011444,2393,121,14,0.61874391,0.713774028,低级别
‘00011445,2393,143,8,0.543412737,0.62452212,低级别
‘00011447,2543,152,5,0.714423231,0.696677362,低级别
‘00011448,2182,22,14,0.831880753,0.866652277,低级别
‘00011449,2517,42,7,0.827615203,0.817843929,低级别
‘00011450,2524,113,4,0.540772532,0.692348593,低级别
‘00011451,2527,81,5,0.492454632,0.477558739,低级别
‘00011452,2499,5,2,0.702587177,0.823273341,低级别
‘00011453,2509,5,38,0.747782363,0.777724491,中等级别
‘00011454,2458,36,2,0.47504404,0.4426835,低级别
‘00011456,2518,5,6,0.396131561,0.517929448,低级别
‘00011457,2507,137,5,0.490208877,0.549843342,低级别
‘00011458,2529,52,7,0.598974442,0.685666612,低级别
‘00011459,2392,76,13,0.732893289,0.762441694,低级别
‘00011460,2527,55,9,0.390519065,0.403881326,低级别
‘00011461,2504,28,37,0.540203334,0.666759636,低级别
‘00011463,2398,56,23,0.807811292,0.896920481,低级别
‘00011464,2517,109,5,0.796541787,0.925865514,低级别
‘00011465,2512,90,9,0.886786919,0.711211321,低级别
‘00011466,2507,109,8,0.75574129,0.816819247,低级别
‘00011467,2512,63,12,0.717775959,0.79520811,低级别
‘00011468,1997,75,16,0.562642574,0.651659563,低级别
‘00011470,2530,20,47,0.508545169,0.621666751,低级别
‘00011472,2486,192,4,0.658172115,0.741601067,低级别
‘00011473,2355,73,9,0.742766788,0.785364688,低级别
‘00011475,2502,103,4,0.326330818,0.585763818,低级别
‘00011476,2533,40,23,0.751359106,0.794529221,低级别
‘00011478,2446,3,81,0.747021222,0.757902455,中等级别
‘00011479,2536,124,19,0.54211619,0.625668244,低级别
‘00011484,2271,38,36,0.67142695,0.734436599,高级别
‘00011486,2490,7,11,0.671492938,0.80435225,低级别
‘00011487,2482,81,5,0.550393406,0.650620082,低级别
‘00011488,2481,125,11,0.677705302,0.744748843,低级别
‘00011489,2496,251,2,0.987674169,0.96,低级别
‘00011490,2533,102,23,0.558423581,0.715162175,低级别
‘00011492,2392,9,39,0.808625628,0.764467113,中等级别
‘00011493,2375,62,19,0.47839145,0.723595444,高级别
‘00011494,2404,2,17,0.510490367,0.617975436,低级别
‘00011495,2286,5,5,0.639280988,0.729890825,低级别
‘00011496,2395,88,12,0.682212492,0.829921927,低级别
‘00011497,2524,37,5,1.206966458,1.236688168,低级别
‘00011498,2422,100,4,0.659990109,0.774472057,低级别
‘00011500,2511,84,7,0.662445076,0.681176014,低级别
‘00011501,2524,3,12,0.633464279,0.682986217,低级别
‘00011505,2527,4,22,0.786609117,0.559675755,低级别
‘00011506,2403,9,41,0.591201494,0.689176351,低级别
‘00011507,2147,58,4,0.624875054,0.666073112,低级别
‘00011509,2339,90,4,0.432328605,0.45374409,低级别
‘00011513,2469,13,31,0.395813593,0.544375054,低级别
‘00011514,2468,76,5,0.591040462,0.628972383,低级别
‘00011515,2472,50,21,0.861730939,1.082451869,低级别
‘00011516,2567,5,17,1.11479013,1.262253971,低级别
‘00011517,2434,133,5,0.710188067,0.799626573,低级别
‘00011519,2364,13,52,0.836187836,0.796344541,中等级别
‘00011520,2386,142,3,0.819652629,0.912081846,低级别
‘00011522,2460,19,43,1.015475278,0.970873658,中等级别
‘00011523,2461,1,68,1.145544935,1.349375212,高级别
‘00011525,2469,61,16,0.928881071,0.899858013,低级别
‘00011528,2442,46,15,0.760702221,0.818665891,低级别
‘00011529,2466,144,11,0.681346291,0.898235127,低级别
‘00011530,2476,74,39,0.476816978,0.72935576,低级别
‘00011531,2407,39,12,0.809641788,0.94206359,中等级别
‘00011532,2408,17,26,0.762952492,0.798990535,低级别
‘00011534,2463,194,3,1.085538752,0.797996219,低级别
‘00011536,2458,2,15,0.520969781,0.602081658,高级别
‘00011538,2467,18,54,0.584170954,0.752916615,中等级别
‘00011539,2265,109,6,0.564676853,0.742767391,低级别
‘00011541,2471,62,4,0.528096499,0.587765519,低级别
‘00011542,2145,120,6,0.531992687,0.599399321,低级别
‘00011544,2466,17,30,0.607428669,0.668607915,低级别
‘00011546,2468,1,52,0.849539603,0.873859451,中等级别
‘00011547,2284,26,16,0.516209174,0.760295098,低级别
‘00011548,2299,12,33,0.525139771,0.616571069,低级别
‘00011549,2238,6,41,0.750418421,0.784418015,中等级别
‘00011550,2224,44,9,0.592908682,0.672705408,低级别
‘00011554,2453,58,5,1.103626943,0.9,低级别
‘00011555,2439,51,2,0.329947575,0.365,低级别
‘00011557,2394,20,15,0.816640346,0.89018951,低级别
‘00011558,2423,76,30,0.511092231,0.560963844,低级别
‘00011561,1961,51,9,0.57571109,0.644009588,低级别
‘00011562,1952,60,24,1.273176414,1.314569007,低级别
‘00011563,2454,7,14,0.661159126,0.765,低级别
‘00011564,1733,15,14,0.546162251,0.577142857,低级别
‘00011567,2188,159,3,0.385638298,0.710930851,低级别
‘00011569,2431,156,8,0.654404873,0.8,低级别
‘00011572,2408,1,49,0.740491325,0.823695227,低级别
‘00011574,2385,21,31,0.724734282,0.686600252,低级别
‘00011576,2230,33,61,0.881212789,0.807018964,中等级别
‘00011577,2441,255,2,0.816699801,0.872063618,低级别
‘00011579,2473,12,13,0.765833394,0.805124262,低级别
‘00011580,2477,65,6,0.521454762,0.608620553,低级别
‘00011582,2385,136,16,0.894372488,0.968774453,低级别
‘00011585,2468,11,7,1.10120638,1.256626184,低级别
‘00011586,2478,2,10,1.187718017,1.307003326,低级别
‘00011587,2428,38,2,0.721657346,0.835,低级别
‘00011588,2458,22,31,0.646537207,0.698169591,低级别
‘00011593,2213,1,46,0.662658864,0.66862348,中等级别
‘00011594,2470,137,7,0.676166192,0.641756412,低级别
‘00011595,2471,157,7,0.477400791,0.453822084,低级别
‘00011596,2470,71,5,0.665846995,0.786920765,中等级别
‘00011599,2215,72,10,0.25269243,0.661481628,低级别
‘00011600,2428,44,10,0.748823005,0.817172668,低级别
‘00011601,2490,25,17,0.714596273,0.845042547,低级别
‘00011603,2231,90,10,0.511241262,0.691680207,低级别
‘00011604,3127,35,16,0.703547621,0.777528542,低级别
‘00011607,2381,9,49,0.690455921,0.858548997,高级别
‘00011610,2434,248,3,0.433625279,0.46,低级别
‘00011611,2433,9,4,0.47697894,0.533485839,低级别
‘00011612,2366,67,3,0.764865476,0.874879041,低级别
‘00011613,2313,19,13,0.696150838,0.645646885,低级别
‘00011614,2495,7,15,0.495339992,0.542695281,低级别
‘00011615,2451,141,2,0.610441767,0.737472242,低级别
‘00011616,2357,12,55,0.698038375,0.689411819,低级别
‘00011617,2639,2,57,0.752810906,0.745450029,中等级别
‘00011619,2418,72,10,0.711547912,0.711658968,低级别
‘00011620,2303,19,24,0.82089936,0.781206326,高级别
‘00011621,2251,23,11,0.699452571,0.714089563,低级别
‘00011623,2436,82,14,0.627056014,0.698888288,低级别
‘00011626,2415,64,34,1.602340129,1.450814183,低级别
‘00011627,2456,14,28,0.645112812,0.748337585,低级别
‘00011628,2464,62,5,0.565131007,0.635687321,低级别
‘00011630,2436,252,3,0.641099476,0.67423822,低级别
‘00011631,2239,101,9,0.96853756,0.95301814,低级别
‘00011634,2230,109,9,0.490435252,0.635009227,低级别
‘00011636,2450,48,46,0.767749071,0.879509078,中等级别
‘00011637,2370,200,4,0.923820617,1.0474106,低级别
‘00011638,2403,72,9,0.334521576,0.486636961,低级别
‘00011639,2446,15,53,0.582521081,0.625088305,中等级别
‘00011640,2440,28,17,0.98835836,0.892169732,低级别
‘00011644,2435,34,5,0.618810371,0.716,低级别
‘00011646,2441,95,30,0.738148355,0.732113776,低级别
‘00011648,2223,46,22,0.502517663,0.602363871,低级别
‘00011649,2426,7,6,0.791580998,0.861096202,低级别
‘00011650,2389,77,13,0.527327717,0.618490387,低级别
‘00011651,2379,46,20,0.589939182,0.638736213,低级别
‘00011652,2221,47,17,0.329753885,0.519017542,低级别
‘00011654,2442,259,5,0.784771206,0.821450534,低级别
‘00011655,2447,29,2,0.646949405,0.679508929,低级别
‘00011656,2365,121,6,0.911310592,0.977701975,低级别
‘00011657,2354,32,8,0.581490581,0.592797473,低级别
‘00011658,2212,25,3,0.831516353,0.852177073,中等级别
‘00011660,2381,26,44,0.552375094,0.558583979,低级别
‘00011661,2400,31,32,0.586052123,0.705270105,低级别
‘00011663,2350,7,3,0.461390887,0.493333333,低级别
‘00011664,2402,67,5,0.695587453,0.68,低级别
‘00011665,2017,33,10,0.767952364,0.799757376,低级别
‘00011669,2328,5,27,0.833171709,0.875470326,低级别
‘00011670,2274,14,25,0.551001288,0.638148105,中等级别
‘00011671,2442,103,17,0.561825762,0.606325268,低级别
‘00011672,2399,96,5,0.834097541,0.880437682,低级别
‘00011675,2385,84,6,0.605032513,0.581085666,低级别
‘00011676,2365,114,4,0.36820731,0.388559273,低级别
‘00011677,2361,199,4,0.754879182,0.682667286,低级别
‘00011678,2409,15,20,0.242672277,0.47068882,低级别
‘00011680,2435,17,8,0.398117155,0.3775,低级别
‘00011681,2396,7,68,0.832473508,0.948622421,高级别
‘00011684,2355,10,32,0.713252941,0.818407455,低级别
‘00011686,2404,3,33,0.589774032,0.65462037,中等级别
‘00011690,2424,2,3,0.652344888,0.768424119,低级别
‘00011691,2384,200,9,1.377309513,0.711826233,低级别
‘00011692,2384,6,14,0.694816713,0.75296216,低级别
‘00011695,2401,29,3,0.979071288,0.738574232,低级别
